customer_id,first_name,last_name,age,gender,marital_status,number_of_dependents,education_level,province,employment_status,monthly_income,income_band,monthly_expenses,account_tenure_years,monthly_transactions,avg_transaction_value,digital_login_frequency,branch_visit_count,late_payment_count,preferred_channel,has_savings_account,has_credit_card,has_home_loan,has_personal_loan,has_vehicle_finance,has_investment_account,active_products_count,credit_score,loan_utilisation_rate,days_since_last_default,churn_risk_label
CUST-00274,Kagiso,Mthembu,44,Male,Married,3,Matric,Western Cape,Employed,8700.0,LSM 5-6,5300.0,5.1,3,1903.7,10,2,0,Passive,1,1,0,0,0,0,2,650,0.383,279,Low
CUST-00275,Liezel,Naidoo,41,Female,Married,2,Matric,Limpopo,Self-Employed,3600.0,LSM 1-4,2900.0,12.4,11,395.19,10,4,7,Branch-Preferred,1,0,0,0,0,0,1,439,0.0,1984,High
CUST-00276,Nozipho,Hendricks,34,Female,Married,2,Postgraduate,Gauteng,Employed,76300.0,Affluent,38100.0,5.0,66,693.9,31,4,2,Digital-Preferred,1,1,1,1,1,1,6,651,0.38,9999,Low
CUST-00277,Priya,Daniels,27,Female,Married,2,Matric,Limpopo,Unemployed,2459.37,LSM 1-4,2600.0,8.4,8,356.32,9,6,4,Branch-Preferred,0,0,0,0,0,0,0,517,0.0,1184,High
CUST-00278,Dylan,Pillay,25,Male,Single,0,No Matric,Limpopo,Employed,2900.0,LSM 1-4,1800.0,6.2,23,50.0,12,5,3,Digital-Preferred,0,1,0,1,0,0,2,501,0.333,103,Low
CUST-00279,Lerato,Hendricks,39,Female,Married,3,Matric,Western Cape,Employed,12300.0,LSM 5-6,9400.0,10.4,28,553.06,12,5,2,Digital-Preferred,1,0,1,0,0,0,2,585,0.618,9999,Medium
CUST-00280,Priya,Brown,33,Female,Single,0,Matric,Gauteng,Employed,15400.0,LSM 5-6,9100.0,7.9,27,164.21,13,6,0,Digital-Preferred,1,0,1,1,0,0,3,672,0.265,9999,Low
CUST-00281,Dylan,Hendricks,34,Male,Single,0,Degree,Gauteng,Employed,35900.0,LSM 7-8,25900.0,7.4,18,1449.58,12,3,3,Digital-Preferred,1,1,1,1,1,0,5,601,0.63,1122,Low
CUST-00282,Marco,Ndlovu,21,Male,Single,0,Degree,KwaZulu-Natal,Employed,27700.0,LSM 7-8,20600.0,5.0,40,390.97,14,2,0,Digital-Preferred,1,0,0,0,1,1,3,640,0.376,9999,Low
CUST-00283,Sipho,Cele,61,Male,Married,1,Matric,North West,Employed,10700.0,LSM 5-6,7500.0,6.4,15,360.02,7,2,2,Passive,1,0,1,0,0,0,2,627,0.374,9999,High
CUST-00284,Nokwanda,Ngubane,34,Female,Married,3,Matric,Eastern Cape,Unemployed,1822.23,LSM 1-4,1900.0,7.4,25,50.0,15,4,1,Digital-Preferred,0,0,0,0,0,0,0,630,0.0,117,High
CUST-00285,Jason,Mokoena,54,Male,Divorced,1,Diploma,Western Cape,Self-Employed,28700.0,LSM 7-8,22000.0,11.2,24,769.61,12,4,1,Digital-Preferred,1,0,1,0,1,0,3,702,0.424,2746,Low
CUST-00286,Dylan,Motsepe,29,Male,Single,0,No Matric,Western Cape,Employed,3600.0,LSM 1-4,2300.0,5.5,11,319.03,14,5,3,Digital-Preferred,0,0,0,0,1,0,1,528,0.565,704,High
CUST-00287,Lerato,Nxumalo,33,Female,Single,0,Degree,Limpopo,Self-Employed,19800.0,LSM 5-6,10700.0,5.0,24,150.61,13,2,0,Digital-Preferred,1,1,0,0,1,1,4,656,0.41,9999,Low
CUST-00288,Anika,Reddy,32,Female,Single,0,Diploma,KwaZulu-Natal,Employed,5100.0,LSM 1-4,2700.0,3.4,6,536.2,19,4,1,Digital-Preferred,1,1,1,1,0,0,4,609,0.451,10,Low
CUST-00289,Chanel,Ndlovu,30,Female,Married,2,No Matric,Gauteng,Unemployed,1137.76,LSM 1-4,1200.0,6.4,3,273.15,18,2,3,Digital-Preferred,1,0,0,0,0,0,1,489,0.0,997,High
CUST-00290,Shenay,Hendricks,31,Female,Single,0,Degree,Eastern Cape,Employed,37200.0,LSM 7-8,27600.0,4.8,16,1731.08,2,2,3,Passive,1,1,1,0,1,0,4,535,0.555,15,Low
CUST-00291,Arjun,Govender,54,Male,Single,0,Degree,KwaZulu-Natal,Employed,64900.0,Affluent,42600.0,8.3,77,519.88,14,7,4,Digital-Preferred,1,1,1,1,0,1,5,636,0.401,9999,Low
CUST-00292,Siphokazi,Jacobs,61,Female,Married,1,Matric,KwaZulu-Natal,Self-Employed,15200.0,LSM 5-6,9400.0,3.1,7,1243.01,0,2,0,Passive,1,1,0,0,1,0,3,713,0.382,9999,Low
CUST-00293,Marco,Dlamini,40,Male,Married,1,Diploma,KwaZulu-Natal,Employed,13400.0,LSM 5-6,8400.0,7.4,6,1642.62,11,4,1,Digital-Preferred,1,0,1,0,1,0,3,603,0.402,128,Low
CUST-00294,Thabo,Ngubane,18,Male,Single,0,Diploma,Gauteng,Employed,16200.0,LSM 5-6,11800.0,0.5,25,397.82,25,0,5,Digital-Only,1,0,0,1,1,0,3,445,0.67,293,Medium
CUST-00295,Nomvula,Brown,61,Female,Married,1,No Matric,North West,Retired,4374.46,LSM 1-4,2900.0,1.4,3,1107.37,2,4,2,Branch-Preferred,1,1,0,0,0,0,2,537,0.405,1628,Medium
CUST-00296,Kyle,Botha,33,Male,Single,2,Matric,Mpumalanga,Unemployed,2244.09,LSM 1-4,2400.0,1.8,3,943.28,8,2,2,Passive,1,0,0,0,0,0,1,581,0.0,9999,Medium
CUST-00297,Tebogo,Joubert,33,Male,Married,3,Degree,Northern Cape,Employed,32500.0,LSM 7-8,18500.0,5.5,9,2001.04,18,4,5,Digital-Preferred,0,1,0,1,1,0,3,489,0.585,546,Medium
CUST-00298,Samantha,Dlamini,42,Female,Married,6,Postgraduate,Free State,Employed,88200.0,High Net Worth,46000.0,9.4,71,396.31,12,4,0,Digital-Preferred,1,1,1,0,1,1,5,814,0.204,9999,Low
CUST-00299,Nkosinathi,Adams,21,Male,Single,0,Diploma,KwaZulu-Natal,Self-Employed,8800.0,LSM 5-6,4200.0,3.3,7,423.57,15,3,0,Digital-Preferred,1,0,0,0,0,0,1,588,0.0,1041,Medium
CUST-00300,Mandla,Cele,46,Male,Married,1,Diploma,KwaZulu-Natal,Employed,18300.0,LSM 5-6,12000.0,5.7,27,700.2,12,9,2,Digital-Preferred,1,0,0,1,0,0,2,585,0.483,9999,High
CUST-00301,Nomvula,Jacobs,42,Female,Married,3,Diploma,Eastern Cape,Employed,10600.0,LSM 5-6,8700.0,6.8,16,642.26,11,5,2,Digital-Preferred,1,1,1,0,0,0,3,610,0.645,9999,Low
CUST-00302,Kim,Motsepe,22,Female,Single,0,Diploma,Gauteng,Employed,19000.0,LSM 5-6,9400.0,4.4,23,436.47,15,6,1,Digital-Preferred,1,1,0,1,0,0,3,621,0.518,606,Low
CUST-00303,Bongiwe,Mkhize,37,Female,Married,3,No Matric,Northern Cape,Employed,9200.0,LSM 5-6,7800.0,7.8,13,486.59,8,3,3,Passive,1,0,0,1,0,0,2,574,0.629,412,Medium
CUST-00304,Tebogo,Pillay,45,Male,Single,0,Matric,Gauteng,Employed,9100.0,LSM 5-6,4500.0,0.5,14,667.79,16,4,4,Digital-Preferred,1,0,1,1,0,0,3,526,0.573,1214,Low
CUST-00305,Cleo,Botha,31,Female,Single,0,Degree,Western Cape,Employed,53100.0,Affluent,34100.0,4.1,38,723.75,23,2,0,Digital-Preferred,1,0,1,1,1,0,4,671,0.396,9999,Low
CUST-00306,Thandi,Botha,45,Female,Married,2,Degree,Eastern Cape,Employed,19800.0,LSM 5-6,11700.0,8.0,17,716.18,7,6,1,Branch-Preferred,1,1,0,0,1,0,3,676,0.392,218,Low
CUST-00307,Kiran,Jacobs,69,Male,Single,1,Degree,North West,Self-Employed,40800.0,Affluent,19700.0,8.4,28,803.93,13,5,1,Digital-Preferred,1,1,0,1,0,1,4,741,0.298,9999,Low
CUST-00308,Bongani,Motsepe,50,Male,Single,0,Matric,Eastern Cape,Unemployed,966.29,LSM 1-4,700.0,8.0,23,50.0,10,5,2,Branch-Preferred,1,0,0,0,0,0,1,616,0.0,372,Medium
CUST-00309,Musa,Sithole,35,Male,Married,2,Diploma,Eastern Cape,Self-Employed,24400.0,LSM 7-8,11500.0,2.0,23,348.3,16,5,0,Digital-Preferred,1,0,1,1,0,0,3,624,0.436,9999,Low
CUST-00310,Siphokazi,Naidoo,42,Female,Married,2,Diploma,KwaZulu-Natal,Employed,17100.0,LSM 5-6,11000.0,4.7,3,3575.16,14,2,0,Digital-Preferred,1,0,1,1,1,0,4,683,0.381,9999,Low
CUST-00311,Thabo,Khumalo,39,Male,Married,3,Matric,Eastern Cape,Retired,3740.45,LSM 1-4,3900.0,4.4,15,432.38,5,8,6,Branch-Preferred,1,0,0,0,0,0,1,374,0.0,89,Medium
CUST-00312,Zanele,Smith,34,Female,Married,3,Matric,Limpopo,Unemployed,983.57,LSM 1-4,1000.0,5.6,4,162.43,8,4,6,Branch-Preferred,1,1,0,1,0,0,3,453,0.781,891,Medium
CUST-00313,Anika,Nxumalo,63,Female,Married,1,Diploma,Western Cape,Self-Employed,18400.0,LSM 5-6,10000.0,6.3,22,167.31,11,2,1,Digital-Preferred,1,0,0,1,1,1,4,619,0.42,9999,Low
CUST-00314,Sbusiso,Cele,34,Male,Married,2,Degree,Limpopo,Employed,55900.0,Affluent,30000.0,10.1,45,360.21,12,5,6,Digital-Preferred,1,1,1,1,1,0,5,529,0.545,949,Low
CUST-00315,Nokwanda,Dlamini,54,Female,Married,0,Diploma,Gauteng,Employed,27200.0,LSM 7-8,18500.0,6.5,40,309.1,14,2,0,Digital-Preferred,1,0,0,1,1,0,3,693,0.449,1736,Low
CUST-00316,Siyanda,Mokoena,30,Male,Married,2,Matric,KwaZulu-Natal,Self-Employed,11200.0,LSM 5-6,7200.0,9.9,14,216.26,17,5,6,Digital-Preferred,1,0,0,0,1,1,3,483,0.541,9999,Low
CUST-00317,Devan,Joubert,32,Male,Single,0,Diploma,Free State,Self-Employed,15900.0,LSM 5-6,9100.0,11.1,27,490.77,17,3,0,Digital-Preferred,1,1,0,0,0,0,2,673,0.375,9999,Low
CUST-00318,Fatima,Reddy,27,Female,Single,1,No Matric,KwaZulu-Natal,Unemployed,1209.39,LSM 1-4,1300.0,1.7,16,242.82,11,4,3,Digital-Preferred,1,0,0,0,0,0,1,530,0.0,663,High
CUST-00319,André,Brown,72,Male,Single,0,No Matric,Eastern Cape,Retired,1611.72,LSM 1-4,1200.0,5.2,3,401.41,12,4,2,Digital-Preferred,0,0,0,1,0,0,1,599,0.503,530,High
CUST-00320,Jade,Hendricks,24,Female,Single,0,Diploma,Western Cape,Retired,9704.77,LSM 5-6,6200.0,6.4,18,291.82,18,2,0,Digital-Preferred,1,1,0,1,0,0,3,668,0.309,487,Low
CUST-00321,Lindiwe,Ngubane,36,Female,Single,0,Matric,North West,Unemployed,1569.58,LSM 1-4,1000.0,6.9,5,348.32,14,2,3,Digital-Preferred,1,1,0,0,0,0,2,533,0.648,685,High
CUST-00322,Rayan,Smith,62,Male,Married,2,Postgraduate,Gauteng,Retired,33578.79,LSM 7-8,19600.0,6.0,23,992.21,21,7,4,Digital-Preferred,1,1,0,0,0,1,3,545,0.442,181,Low
CUST-00323,Arjun,Mkhize,39,Male,Married,2,Diploma,KwaZulu-Natal,Unemployed,1819.15,LSM 1-4,1900.0,5.9,3,436.0,1,4,5,Branch-Preferred,0,1,0,0,0,0,1,429,0.887,291,High
CUST-00324,Kagiso,Nxumalo,36,Male,Married,2,Matric,Mpumalanga,Employed,9900.0,LSM 5-6,7100.0,0.9,23,138.99,7,4,2,Branch-Preferred,0,0,0,0,0,0,0,509,0.0,9999,High
CUST-00325,Liezel,Motsepe,42,Female,Married,2,No Matric,Eastern Cape,Unemployed,559.15,LSM 1-4,600.0,5.0,32,160.06,7,5,1,Branch-Preferred,0,0,0,0,0,0,0,598,0.0,9999,High
CUST-00326,Aaliya,du Plessis,36,Female,Single,1,Degree,Western Cape,Employed,35900.0,LSM 7-8,20800.0,3.0,27,824.48,30,0,6,Digital-Only,1,1,1,0,1,0,4,459,0.493,871,Low
CUST-00327,André,Mkhize,22,Male,Married,0,Matric,KwaZulu-Natal,Employed,5400.0,LSM 1-4,3600.0,4.5,15,361.65,16,6,5,Digital-Preferred,1,0,0,0,0,0,1,444,0.0,475,High
CUST-00328,Palesa,Brown,31,Female,Single,0,Matric,KwaZulu-Natal,Employed,12700.0,LSM 5-6,9300.0,2.5,21,264.07,6,3,6,Passive,1,1,0,0,1,0,3,406,0.584,721,High
CUST-00329,Kavitha,Buthelezi,24,Female,Single,0,Diploma,North West,Employed,19900.0,LSM 5-6,10100.0,4.5,19,381.25,15,2,4,Digital-Preferred,1,1,0,0,1,0,3,502,0.505,9999,Low
CUST-00330,Zara,Sithole,28,Female,Married,6,Matric,Eastern Cape,Employed,11200.0,LSM 5-6,10300.0,6.7,29,447.95,9,3,4,Passive,1,1,0,0,0,0,2,535,0.651,50,Medium
CUST-00331,Sipho,Pillay,41,Male,Single,1,Diploma,North West,Employed,29400.0,LSM 7-8,17900.0,7.2,47,244.46,12,4,3,Digital-Preferred,1,1,0,1,1,0,4,597,0.49,438,Low
CUST-00332,Johan,Mthethwa,35,Male,Married,4,Diploma,Free State,Employed,15900.0,LSM 5-6,10400.0,4.2,16,346.01,23,2,1,Digital-Preferred,1,1,1,0,0,0,3,616,0.555,30,Low
CUST-00333,Ruan,Sithole,27,Male,Single,0,Matric,Western Cape,Unemployed,1217.12,LSM 1-4,600.0,4.5,25,50.0,12,3,5,Digital-Preferred,1,0,0,0,0,0,1,446,0.0,9999,Medium
CUST-00334,Sbusiso,February,25,Male,Single,1,Degree,Eastern Cape,Self-Employed,14300.0,LSM 5-6,7700.0,8.0,15,472.31,12,4,1,Digital-Preferred,1,1,1,1,0,0,4,657,0.31,1808,Low
CUST-00335,Thabo,Mthethwa,32,Male,Single,1,Diploma,Eastern Cape,Student,907.29,LSM 1-4,1000.0,3.8,3,673.6,13,3,3,Digital-Preferred,0,0,0,0,0,0,0,509,0.0,237,Medium
CUST-00336,Bongani,Ndlovu,24,Male,Single,0,Diploma,Mpumalanga,Employed,9400.0,LSM 5-6,6500.0,4.1,15,265.64,11,3,2,Digital-Preferred,1,1,0,1,0,0,3,546,0.613,603,Low
CUST-00337,Arjun,Maharaj,27,Male,Single,1,No Matric,Eastern Cape,Employed,4900.0,LSM 1-4,3400.0,3.7,20,157.66,13,4,0,Digital-Preferred,1,0,1,0,1,0,3,616,0.331,9999,Low
CUST-00338,Devan,Reddy,58,Male,Married,2,Matric,Gauteng,Unemployed,2208.52,LSM 1-4,2300.0,8.2,11,617.68,21,5,3,Digital-Preferred,0,0,0,0,0,0,0,543,0.0,632,Medium
CUST-00339,Vusi,Nxumalo,60,Male,Divorced,1,Matric,North West,Employed,11300.0,LSM 5-6,7200.0,6.0,23,94.36,0,3,1,Passive,1,0,0,0,1,0,2,624,0.36,9999,Medium
CUST-00340,Kim,Smith,35,Female,Married,2,Diploma,Eastern Cape,Student,4457.45,LSM 1-4,4200.0,3.0,15,412.1,22,4,3,Digital-Preferred,1,0,0,0,0,0,1,535,0.0,445,High
CUST-00341,Ashleigh,Sithole,18,Female,Single,0,Matric,Mpumalanga,Unemployed,371.21,LSM 1-4,300.0,1.0,21,50.0,19,0,1,Digital-Preferred,1,0,0,0,0,0,1,590,0.0,709,Medium
CUST-00342,Heinrich,Khumalo,33,Male,Married,3,Postgraduate,KwaZulu-Natal,Employed,65300.0,Affluent,44000.0,7.8,58,838.96,23,3,0,Digital-Preferred,1,1,1,1,0,0,4,696,0.349,9999,Low
CUST-00343,Chanel,Khumalo,29,Female,Single,0,Matric,Western Cape,Employed,6400.0,LSM 1-4,3400.0,9.6,27,592.85,20,3,1,Digital-Preferred,1,0,0,0,0,0,1,588,0.0,9999,High
CUST-00344,Kyle,Maharaj,34,Male,Married,0,Postgraduate,Eastern Cape,Employed,46100.0,Affluent,28100.0,7.9,34,984.78,18,1,0,Digital-Preferred,1,1,1,1,0,1,5,671,0.29,9999,Low
CUST-00345,Priya,Nxumalo,41,Female,Married,1,Degree,Limpopo,Employed,60600.0,Affluent,34100.0,4.9,49,726.29,18,3,0,Digital-Preferred,1,1,1,1,0,1,5,752,0.319,9999,Low
CUST-00346,Kim,van der Berg,19,Female,Single,1,Diploma,Gauteng,Employed,15600.0,LSM 5-6,11500.0,3.0,20,384.78,20,0,2,Digital-Preferred,1,0,0,0,1,0,2,566,0.479,777,High
CUST-00347,Samantha,Maharaj,28,Female,Single,0,Matric,KwaZulu-Natal,Unemployed,1567.96,LSM 1-4,1000.0,10.5,4,214.92,19,7,1,Digital-Preferred,1,0,0,0,0,0,1,594,0.0,220,Medium
CUST-00348,Ayanda,Smith,35,Female,Married,3,Diploma,Limpopo,Employed,23200.0,LSM 7-8,15100.0,10.1,17,775.16,25,3,4,Digital-Preferred,1,1,0,0,1,0,3,548,0.605,899,Low
CUST-00349,Kavitha,Botha,65,Female,Single,1,Postgraduate,Northern Cape,Employed,57500.0,Affluent,43100.0,5.5,51,554.99,10,4,3,Branch-Preferred,1,0,0,0,0,1,2,631,0.0,557,Low
CUST-00350,Fatima,Brown,57,Female,Single,1,Matric,Gauteng,Employed,9200.0,LSM 5-6,6400.0,4.8,21,50.0,4,1,4,Passive,1,0,0,0,1,0,2,524,0.634,675,Medium
CUST-00351,Devan,Ngubane,34,Male,Married,1,Diploma,KwaZulu-Natal,Employed,21700.0,LSM 7-8,11000.0,6.4,25,273.91,12,1,3,Digital-Preferred,1,0,0,0,1,0,2,572,0.401,1075,Medium
CUST-00352,Mandla,Johnson,37,Male,Married,0,No Matric,KwaZulu-Natal,Employed,1900.0,LSM 1-4,800.0,5.1,20,50.0,14,3,3,Digital-Preferred,0,0,0,0,0,0,0,515,0.0,326,High
CUST-00353,Jade,Cele,28,Female,Married,3,Degree,Gauteng,Employed,45000.0,Affluent,32800.0,7.1,31,1281.93,24,3,5,Digital-Preferred,1,1,1,0,1,0,4,499,0.573,300,Low
CUST-00354,Musa,Mthembu,36,Male,Married,0,Matric,Gauteng,Self-Employed,3400.0,LSM 1-4,1500.0,4.2,9,50.0,9,3,2,Passive,1,0,0,0,0,0,1,491,0.0,1391,Medium
CUST-00355,Siphokazi,Maharaj,38,Female,Married,5,No Matric,Western Cape,Unemployed,655.0,LSM 1-4,700.0,2.3,3,271.66,13,5,1,Digital-Preferred,1,0,0,0,0,0,1,574,0.0,48,High
CUST-00356,Thandi,Adams,33,Female,Married,0,Matric,Eastern Cape,Employed,13900.0,LSM 5-6,6900.0,8.8,20,50.0,8,7,2,Branch-Preferred,1,0,0,0,0,0,1,569,0.0,10,Medium
CUST-00357,Sandile,Williams,51,Male,Married,1,Matric,KwaZulu-Natal,Employed,14700.0,LSM 5-6,6700.0,2.6,24,119.09,13,1,2,Digital-Preferred,1,0,0,0,0,1,2,600,0.0,9999,Medium
CUST-00358,Jason,Williams,53,Male,Divorced,1,Degree,KwaZulu-Natal,Self-Employed,50600.0,Affluent,33500.0,6.0,54,130.9,14,8,0,Digital-Preferred,1,1,1,1,1,1,6,737,0.315,1463,Low
CUST-00359,Fatima,Ndlovu,62,Female,Single,0,Diploma,Free State,Retired,9615.69,LSM 5-6,6800.0,2.3,7,1418.25,18,4,3,Digital-Preferred,1,1,0,0,0,0,2,553,0.645,1398,High
CUST-00360,Priya,Naidoo,65,Male,Married,0,No Matric,Western Cape,Retired,1950.49,LSM 1-4,900.0,7.0,14,103.88,5,8,0,Branch-Preferred,0,1,0,0,0,0,1,688,0.24,9999,Medium
CUST-00361,Megan,Reddy,31,Female,Married,2,Matric,Limpopo,Self-Employed,7100.0,LSM 1-4,5000.0,5.8,26,225.59,16,2,1,Digital-Preferred,1,0,0,0,0,0,1,537,0.0,9999,Medium
CUST-00362,Kefilwe,Pillay,34,Female,Single,0,Degree,KwaZulu-Natal,Self-Employed,44000.0,Affluent,22500.0,10.6,31,832.85,15,8,2,Digital-Preferred,1,1,1,0,1,1,5,644,0.188,1083,Low
CUST-00363,Heinrich,Dlamini,37,Male,Single,1,Diploma,Mpumalanga,Employed,18500.0,LSM 5-6,13800.0,3.9,12,1656.47,14,5,2,Digital-Preferred,1,1,0,0,0,1,3,554,0.513,228,Low
CUST-00364,Siphokazi,Nkosi,25,Female,Single,0,Matric,Mpumalanga,Employed,8800.0,LSM 5-6,5600.0,0.7,4,1312.95,23,2,3,Digital-Preferred,1,0,0,0,0,0,1,461,0.0,362,High
CUST-00365,Jade,Govender,31,Female,Single,1,Diploma,KwaZulu-Natal,Self-Employed,23900.0,LSM 7-8,14200.0,5.3,31,261.91,0,4,0,Branch-Preferred,1,1,1,1,1,0,5,664,0.308,469,Low
CUST-00366,Nandi,Johnson,64,Female,Married,0,Matric,Eastern Cape,Employed,15100.0,LSM 5-6,7100.0,5.5,14,907.18,7,3,1,Passive,1,0,0,1,1,0,3,647,0.24,9999,Low
CUST-00367,Luca,Mkhize,27,Male,Married,1,Postgraduate,Eastern Cape,Self-Employed,24700.0,LSM 7-8,17200.0,6.1,30,327.16,20,5,2,Digital-Preferred,1,1,1,1,1,0,5,612,0.466,826,Low
CUST-00368,Zara,Nkosi,27,Female,Married,0,Degree,KwaZulu-Natal,Employed,12200.0,LSM 5-6,5000.0,0.5,16,572.13,17,3,1,Digital-Preferred,1,1,0,0,0,0,2,585,0.318,1511,Medium
CUST-00369,Aaliya,Sithole,33,Female,Married,5,No Matric,Limpopo,Employed,5200.0,LSM 1-4,5500.0,6.8,28,181.66,10,5,4,Branch-Preferred,1,0,0,0,0,0,1,476,0.0,10,Medium
CUST-00370,Dylan,Ngubane,57,Male,Married,0,Diploma,KwaZulu-Natal,Employed,30600.0,LSM 7-8,21100.0,4.4,37,656.94,11,8,2,Digital-Preferred,1,0,1,0,1,0,3,611,0.495,2141,Low
CUST-00371,Aaliya,February,32,Female,Married,2,Matric,Western Cape,Unemployed,1836.99,LSM 1-4,1900.0,3.2,5,92.66,20,5,3,Digital-Preferred,1,0,0,0,0,0,1,546,0.0,635,High
CUST-00372,Lerato,Williams,39,Female,Married,1,Degree,Northern Cape,Self-Employed,29700.0,LSM 7-8,15100.0,10.5,27,1077.97,17,5,1,Digital-Preferred,1,1,1,1,1,0,5,718,0.2,9999,Low
CUST-00373,Ruan,du Plessis,37,Male,Single,1,Diploma,Gauteng,Employed,26400.0,LSM 7-8,19800.0,0.5,34,505.91,15,2,2,Digital-Preferred,1,1,1,1,1,0,5,580,0.756,1886,Low
CUST-00374,Cleo,Jacobs,65,Female,Married,1,No Matric,Gauteng,Employed,7700.0,LSM 1-4,4900.0,6.5,7,559.73,12,4,0,Digital-Preferred,1,0,0,0,1,0,2,675,0.467,9999,Low
CUST-00375,Zanele,Nxumalo,46,Female,Married,1,Matric,Gauteng,Employed,13800.0,LSM 5-6,7500.0,6.9,29,368.29,20,2,3,Digital-Preferred,1,0,0,0,1,0,2,543,0.439,469,Medium
CUST-00376,Chanel,February,45,Female,Divorced,2,Matric,Northern Cape,Employed,10800.0,LSM 5-6,7000.0,3.3,15,337.67,11,7,1,Digital-Preferred,1,1,0,0,0,0,2,640,0.362,1024,High
CUST-00377,Nhlanhla,van der Berg,55,Male,Married,0,No Matric,Gauteng,Unemployed,2113.33,LSM 1-4,1400.0,3.8,18,162.67,8,5,4,Branch-Preferred,1,0,0,0,0,0,1,566,0.0,403,High
CUST-00378,Siphokazi,Botha,19,Female,Single,0,Diploma,Gauteng,Employed,16400.0,LSM 5-6,8700.0,3.0,19,205.7,19,1,1,Digital-Preferred,1,0,0,1,0,0,2,564,0.456,9999,Medium
CUST-00379,Nokwanda,Nkosi,41,Female,Single,0,Degree,Eastern Cape,Employed,36100.0,LSM 7-8,26800.0,13.3,30,922.46,17,3,5,Digital-Preferred,1,1,1,1,1,1,6,596,0.559,190,Low
CUST-00380,Anika,Mkhize,29,Female,Single,0,Degree,Limpopo,Employed,16600.0,LSM 5-6,11600.0,9.3,16,604.37,20,5,3,Digital-Preferred,1,0,1,1,0,0,3,580,0.468,1594,Low
CUST-00381,Johan,Mkhize,32,Male,Single,0,Diploma,Western Cape,Employed,23100.0,LSM 7-8,12200.0,12.2,39,156.16,24,3,5,Digital-Preferred,1,1,0,0,1,0,3,511,0.435,274,Low
CUST-00382,Lungelo,Botha,57,Male,Married,3,No Matric,Free State,Unemployed,1014.99,LSM 1-4,1100.0,3.0,8,50.0,1,5,7,Branch-Preferred,1,0,0,0,0,0,1,381,0.0,921,Medium
CUST-00383,Kavitha,Mkhize,22,Female,Single,2,Diploma,Gauteng,Self-Employed,19300.0,LSM 5-6,10900.0,0.5,48,404.26,21,3,0,Digital-Preferred,1,0,0,0,1,1,3,676,0.243,797,Low
CUST-00384,Tebogo,Ndlovu,24,Male,Single,0,Diploma,Eastern Cape,Employed,17400.0,LSM 5-6,9200.0,3.8,23,329.92,16,1,2,Digital-Preferred,1,1,1,1,0,0,4,590,0.441,278,Low
CUST-00385,Siyanda,Pillay,56,Male,Single,0,No Matric,Eastern Cape,Student,4003.06,LSM 1-4,2300.0,7.7,6,346.56,3,3,1,Passive,1,0,0,0,0,0,1,658,0.0,247,High
CUST-00386,Vusi,Johnson,43,Male,Married,1,Degree,KwaZulu-Natal,Employed,42400.0,Affluent,28000.0,2.3,26,1162.34,7,6,5,Branch-Preferred,1,0,1,1,0,1,4,498,0.524,2603,Low
CUST-00387,Siphokazi,Mthembu,34,Female,Married,2,Postgraduate,North West,Self-Employed,58800.0,Affluent,27100.0,6.1,59,687.35,8,5,0,Branch-Preferred,1,1,1,0,1,0,4,696,0.329,9999,Low
CUST-00388,Dylan,Joubert,35,Male,Married,4,No Matric,Western Cape,Unemployed,2096.78,LSM 1-4,2200.0,2.7,10,50.0,20,4,6,Digital-Preferred,1,0,0,1,0,0,2,385,0.652,637,Medium
CUST-00389,Lindiwe,Jacobs,61,Female,Divorced,2,Diploma,Gauteng,Employed,20300.0,LSM 7-8,16900.0,7.4,30,607.46,16,5,0,Digital-Preferred,1,1,0,1,0,0,3,713,0.437,9999,Low
CUST-00390,Bongiwe,Sithole,23,Female,Single,4,Diploma,Gauteng,Unemployed,2486.74,LSM 1-4,2600.0,4.2,30,50.0,19,0,3,Digital-Preferred,0,0,0,1,0,0,1,493,0.677,680,High
CUST-00391,Zara,Mkhize,30,Female,Single,0,Matric,Gauteng,Self-Employed,10500.0,LSM 5-6,5500.0,3.4,22,208.3,24,4,1,Digital-Preferred,1,0,0,0,1,0,2,566,0.327,472,Low
CUST-00392,Palesa,Mthembu,32,Female,Married,2,Diploma,North West,Self-Employed,21700.0,LSM 7-8,16200.0,7.0,27,813.02,24,3,2,Digital-Preferred,1,0,0,0,0,0,1,556,0.0,1866,Medium
CUST-00393,Jason,Williams,33,Male,Single,2,Matric,Gauteng,Employed,13700.0,LSM 5-6,8200.0,2.5,29,50.0,17,1,1,Digital-Preferred,1,0,0,0,0,0,1,646,0.0,9999,Medium
CUST-00394,Zara,Sithole,34,Female,Married,1,No Matric,North West,Self-Employed,5600.0,LSM 1-4,2900.0,4.1,20,50.0,1,3,2,Passive,1,1,0,1,0,0,3,564,0.496,669,Low
CUST-00395,Kyle,Ndlovu,36,Male,Married,2,Postgraduate,Gauteng,Self-Employed,62400.0,Affluent,43400.0,5.4,41,1012.27,31,1,3,Digital-Only,1,1,0,1,1,0,4,601,0.52,1358,Low
CUST-00396,Kim,Johnson,32,Female,Single,1,Diploma,Free State,Employed,17200.0,LSM 5-6,10300.0,5.7,32,398.0,8,1,3,Passive,1,0,0,1,0,0,2,511,0.485,789,High
